name,edition,card_number,race,type,cost,power,health,loyalty,power_icons,traits,rules_text,illustrator,card_quantity
Lirdir,Cataclysm,25,High Elf,Unit,4,2,4,2,2,"Hero, Mage","Hit Points: 4 Hero. Mage. Limit 1 Hero per zone. Action: When you heal a unit, that unit gains [Power] until the end of the turn. ""This will ease your pain.""",Adam Lane,3
Lobber Crew,Core Set,66,Orc,Unit,2,1,1,1,1,Goblin,"Hit Points: 1 Goblin. Kingdom. Action: Sacrifice this unit to force an opponent to sacrifice a unit he controls, if able.",Igor Kieryluk,3
Lokhir Fellheart,Assault on Ulthuan,30,Dark Elf,Unit,5,3,4,5,3,"Hero, Warrior","Hit Points: 4 Hero. Warrior. Limit 1 Hero per zone. Battlefield. Action: At the beginning of your turn, one target unit in any battlefield gets -1 hit points until the end of the turn for each development in this zone.",Illich Henriquez,
Long Drong's Pirates,March of the Damned,2,Dwarf,Unit,3,1,3,1,1,Slayer,"Hit Points: 3 Slayer. If there are at least two other Slayer units in this zone, this unit gains [Power][Power] Yo ho, yo ho, a pirate's death for me!",Chris Trevas,3
Long Winter,The Fall of Karak Grimaz,40,Neutral,Tactic,0,,,0,,,"Action: Return target development to its owner's hand. Tighten your belt, there is only one more month of this... I hope.",Dimitri Bielak,3
Longbeard Hunter,The Inevitable City,1,Dwarf,Unit,3,1,2,3,1,Ranger,"Hit Points: 2 Ranger. Action: When a unit enters play, attach this unit to it. This unit then counts as an Attachment support card with the text ""Destroy attached unit if it triggers an ability. Then, return this card to your hand."" It's one thing to track, and another to hunt.",Ben Zweifel,3
Longbeards,Arcane Fire,101,Dwarf,Unit,4,3,4,2,3,"Warrior, Elite","Hit Points: 4 Warrior. Elite. Battlefield only. Back in my day, grobi were bigger, beer was better, and we respected our elders.",Paul Dainton,3
Looted Umie Town,Chaos Moon,25,Orc,Support,3,1,,2,1,Building,Building. This card gains [Power] for each unit in this zone. Dis stuff iz ours now.,David A. Nash,3
Loqtza,March of the Damned,37,Neutral,Unit,6,3,5,0,3,"Lizardmen, Hero, Mage.",Hit Points: 5 Hero. Lizardmen. Mage. Order only. Limit one Hero per zone. Action: Spend 2 resources to deal X damage to target unit. X is the number of Lizardmen units in this zone.,Daarken,3
Lord of Change,March of the Damned,21,Chaos,Unit,6,3,4,3,3,Daemon,Hit Points: 4 Daemon. Players play with the top card of their decks revealed. You may play the top card of your deck as though it were in your hand.,Illich Henriquez,3
Lord of Ironfrost,Cataclysm,41,Dark Elf,Unit,4,2,4,3,2,Hero,"Hit Points: 4 Hero. Limit 1 Heroper zone. While this unit is attacking a player with no resources or with no cards in his hand, units cannot defend.",Sandara Tang,3
Lord of Khorne,Cataclysm,33,Chaos,Unit,3,1,3,2,1,Warrior,"Hit Points: 3 Warrior. This unit deals +1 damage in combat for each burning zone. With every enemy felled in the heat of battle, his thirst for blood grew.",Jeremy Jarvis,3
Lord of the Dead,Hidden Kingdoms,30,Neutral,Unit,4,2,2,,,"Undead, Vampire","- Destruction only. Action: When this unit enters play, use the Necromancy ability on a card in your discard pile without paying its cost.",,
Lore Seeker,Karaz a Karak,63,Dwarf,Unit,2,1,2,1,1,Priest,"Hit Points: 2 Priest. Action: When you play a tactic, put a resource token on this card. Action: Move a resource token from this card to another card with a resource token already on it.",0 Comments,3
Loremaster of Hoeth,Assault on Ulthuan,7,High Elf,Unit,2,1,2,1,1,Mage,"Hit Points: 2 Mage. Forced: After this unit enters play, each player takes 2 indriect damage. (Players assign their own indirect damage.)",Clint Langley,
Lothern Reapeter Crew,Hidden Kingdoms,44,High Elf,Unit,3 +,1,3,,,Warrior,,,
Lothern Sea Guard,The Silent Forge,45,High Elf,Unit,4,2,4,2,2,"Warrior, Elite","Hit Points: 4 Warrior. Elite. If you discard this card from your hand due to an opponent's card effect, put it into play. (You choose the zone this unit enters play).",Clint Langley,3
Lothern Sea Master,Rising Dawn,9,High Elf,Unit,3,1,3,1,1,"Warrior, Elite","Hit Points: 3 Warrior. Elite. Battlefield. This unit enters play with 3 resource tokens on it. Action: Deal X indirect damage to target opponent. X is the number of resource tokens on this unit. Then, remove 1 resource token from this card. (Limit once per turn).",Mike Nash,3
Ludwig Schwarzheim,Days of Blood,7,Empire,Unit,4,3,3,3,3,"Knight, Standard Bearer","Hit Points: 3 Knight. Standard Bearer. Toughness X. X is the number of experience attacked to this unit. Action: When this unit attacks or defends, attach 1 experience to it.",Lukasz Jaskolski,3
Luminark of Hysh,Cataclysm,21,Empire,Support,3,2,,1,2,War Machine,"War Machine. If this zone is burning, this card loses [Power] [Power]. Used to guard the vaults of the Colleges of Magic, the luminarks are only deployed under the most grave of circumstances.",Kevin T. Chin,3
Lure Them Out,Assault on Ulthuan,45,Dwarf,Tactic,1 +,,,,,,,,
Luthor Huss,Signs in the Stars,67,Empire,Unit,3,1,3,2,1,"Hero, Warrior, Priest",Hit Points: 3 Hero. Warrior. Priest. Limit one Hero per zone. Each unit in this zone gains Counterstrike 1. For Sigmar! Honour and glory!,Ignacio Lazcano,3
Lying in Wait,The Ruinous Hordes,100,Neutral,Tactic,0,,,0,,,Action: Turn target unit you control facedown into a development. Hold here men. Let them come to us.,Justin Norman,3
Mad Shaman,Bleeding Sun,110,Orc,Unit,4,1,3,2,1,Shaman,"Hit Points: 3 Shaman. This unit gains [Power] for each resource token on it. If this unit has more resource tokens on it than hit points, sacrifice it. Forced: At the beginning of your turn, put a resource token on this unit.",John Wigley,3
Madtoof Ironleg,The Iron Rock,43,Orc,Unit,4,2,5,3,2,"Hero, Troll","Hit Points: 5 Hero. Troll. Limit one Hero per zone. Action: At the beginning of your turn, target unit you control gains [Power] equal to its loyality. Then, sacrifice it at the end of the turn.",David A. Nash,3
Mage of Loec,Portent of Doom,90,High Elf,Unit,3,1,2,2,1,Mage,"Hit Points: 2 Mage. Action: Cancel an Action just triggered. Then, this unit becomes a facedown development unless you discard a quest from your hand.",Jen Zee,3
Mage of the White Tower,The Imperial Throne,113,High Elf,Unit,3,1,2,3,1,Mage,"Hit Points: 2 Mage. This unit gains [Power] for each Attachment support card attached to it. Action: When you attach an Attachment support card to this unit, draw a card.",Nacho Molina,3
Mage-Priest of Itza,Vessel of the Winds,76,Neutral,Unit,3,1,3,0,1,"Lizardmen, Slaan, Priest","Hit Points: 3 Lizardmen. Slaan. Priest. Order only. Action: When this unit enters play, shuffle the top 5 cards of your discard pile back into your deck.",Jasper Sandner,3
Magewrath Trone,Cataclysm,59,Neutral,Fulcrum,2,,,0,,,"Forced: When you take control of this fulcrum, lose 1 dominance.",Lino Drieghe,1
Magic Ward,Days of Blood,12,High Elf,Tactic,2,,,2,,Spell,Spell. Action: Choose an opponent's zone. Treat the printed text box of each unit in that zone as though it were blank (except for traits) until the end of the phase. All your vaunted power is nothing to me.,April Lee,3
Maid Of Sigmar,Oaths of Vengeance,28,Empire,Unit,2,,2,2,0,Priest,"Hit Points: 2 Priest. Battlefield only. This unit gains [Power] for each experience attached to it. Action: When this unit attacks or defends, attach 1 experience to it.",Vincent Devault,3
Makka Greenfist,Cataclysm,9,Orc,Unit,3,1,3,3,1,"Hero, Shaman",Hit Points: 3 Hero. Shaman. Limit 1 Heroper zone. This unit gains [Power] [Power] [Power] while attacking a damaged zone. The greenskins have a knack for pillaging the weakest targets first.,Mark Molnar,3
Maledictor of Tzeentch,Assault on Ulthuan,52,Chaos,Unit,4 +,2,3,,,,"- Forced: At the beginning of your turn, this unit and one other target unit each take 1 damage.",,
Malekith,Legends,36,Dark Elf,Legend,6,6,4,5,,,"Action: At the beginning of your turn, each opponent must sacrifice a unit. ""If they shall not bow to me, the rightful ruler of Ulthuan, then I shall see each tower crumble and every soul scourged in pain, until they beg for my rule.""",Dmitry Burmak,3
Malekith's Rage,The Eclipse of Hope,97,Dark Elf,Quest,0,,,2,,,"Action: When you play a development from your hand, put a resource token on this card if a unit is questing here. Action: Discard 2 resources on this card to have target unit get -1 hit points until the end of the turn.",Games Workshop Ltd,3
Malekith's Throne,Omens of Ruin,17,Dark Elf,Support,2,1,,2,1,Building,Building. Units in a zone with no developments get -1 hit points,Illich Henriquez,3
Malus Darkblade,The Skavenblight Threat,12,Dark Elf,Unit,5,3,3,3,3,Hero,"Hit Points: 3 Hero. Limit one Hero per zone. At the end of your battlefield phase, deal 1 damage to each of your opponent's units that could have defended but did not.",Adrian Smith,
Manaan Take You!,March of the Damned,10,Empire,Tactic,3,,,2,,Spell,Spell. Action: Destroy target unit or support card in a zone with no developments. Never far from the thoughts of sailors. Manaan is a fickle and dangerous god. He is worshipped as much to appease him as to gain his favour.,Zachary Graves,3
Mangler Squigs,Shield of the Gods,105,Orc,Unit,4,2,4,2,2,"Creature, Squig","Hit Points: 4 Creature. Squig. Action: When this unit attacks, reveal the top card of your deck. If the printed cost of the revealed card is odd, double this unit's power until the end of the turn. Otherwise, this unit takes 2 damage.",Marco Caradonna,3
Mannfred von Carstein,The Inevitable City,18,Neutral,Unit,3,1,3,0,1,"Undead, Vampire","Hit Points: 3 Undead. Vampire. Destruction only. This card gains [Power] for each resource token on it. Action: Discard a card from your hand to put target unit in an opponent's discard pile on the bottom of his deck. Then, place a resource token on this card. Card designed by 2010 World Champion Timothy Lyons",Magali Villeneuve,3
Maranith,Rising Dawn,14,Dark Elf,Unit,3,1,3,2,1,"Commander, Raider","Hit Points: 3 Commander. Raider. Action: Remove 1 resource token from a Black Ark card support card you control to discard the top card of an opponent's deck. If the discarded card is a unit, gain 2 resources. That's 'Commander Maranith' to you, slave.",Magali Villeneuve,3
Marauder Chieftain,Legends,33,Chaos,Unit,3,1,3,1,1,Warrior,"Hit Points: 3 Warrior. Action: At the beginning of your turn, deal 1 damage to target capital (you choose which zone).",Simon Dominic,3
Marauding Giant,The Silent Forge,59,Neutral,Unit,5,3,5,0,3,Giant,Hit Points: 5 Giant. Destruction only. Marauding Giant cannot attack or defend alone. I's gunna smash.. whut wuz I smashin' agin?,Ryan Barger,3
Marius the Righteous,The Skavenblight Threat,18,Neutral,Unit,4,2,4,0,2,"Hero, Witchhunter",Hit Points: 4 Hero. Witchhunter. Limit one Hero per zone. Order only. Quest. Action: Spend 1 resource to deal 1 damage to one target corrupted unit in the battlefield. Suffer not the witch to live.,Lin Yang,
Mark of Chaos,Omens of Ruin,13,Chaos,Support,1,,,2,0,"Attachment, Spell","Attachment. Spell. Attach to a target unit. Attached unit gains [Power][Power]. Forced: At the beginning of your turn, attached unit takes 1 uncancellable damage.",BANE,3
Marked for Death,Glory of Days Past,78,Dark Elf,Support,0,,,2,0,Attachment,"Attachment. Attach to a target unit. When attached unit leaves play, attached unit's controller must discard X cards from the top of his deck. X is the attached unit's cost.",Mauro Dal Bo,3
Martog's Best Basha,The Iron Rock,47,Orc,Support,2,,,2,0,"Attachment, Weapon","Attachment. Weapon. Attach to target [Orc] unit. While attached unit is attacking, it gains [Power] equal to the number of developments in the defending zone.",Blake Henriksen,3
Masque of Slaanesh,Signs in the Stars,74,Chaos,Unit,4,2,4,2,2,Hero,"Hit Points: 4 Hero. Limit one Hero per zone. Action: At the beginning of your turn, each player names a unit. Corrupt all copies of the named unit.",Xiaochen Fu,3
Master Alchemist,Karaz a Karak,72,Empire,Unit,3,2,2,4,2,Mage,"Hit Points: 2 Mage. You may spend resource tokens on this unit to play cards. Action: At the beginning of your turn, discard a card from your hand to put a resource token on this card.",0 Comments,3
Master Engineer,Vessel of the Winds,68,Empire,Unit,3,1,3,1,1,Engineer,Hit Points: 3 Engineer. Action: Spend 1 resource to put a Siege or Fortification card into play in this zone from your hand.,Illich Henriquez,3
Master Moulder,Hidden Kingdoms,22,Neutral,Unit,3,1,3,,,Skaven,- Destruction only.Lower the cost of the first Skaven unit you play each turn by 1 for each corrupted Skaven unit you control.,,
Master of Maps,Fragments of Power,23,Dwarf,Unit,0,,1,2,0,Priest,"Hit Points: 1 Priest. Limited. Action: When you play a quest from your hand, you can play an additional Limited card this turn. These mountains are no mystery to me.",Anna Ignatieva,3
Master of Qhaysh,Glory of Days Past,67,High Elf,Unit,2,1,2,2,1,Mage,"Hit Points: 2 Mage. Action: When this unit survives an attack on an opponent's zone, put 1 resource token on a card with at least 1 resource on it. I did not study magic for a century to be lectured by an upstart like you.",Sandra Tang,3
Master of the Earth,Legends,28,High Elf,Tactic,3,,,3,,Spell,Spell. Action: Deal X indirect damage to target player. X is the number of developments you control.,Adam Lane,3
Master Rune of Defence,Bleeding Sun,103,Dwarf,Tactic,2,,,2,,Rune,Rune. Action: Put into play one target Building support card that entered your discard pile this turn. (You choose the zone in which the card enters play.) Vast strength imbued through the power of the rune.,Loren Fetterman,3
Master Rune of Disguise,Realm of the Phoenix King,21,Dwarf,Support,1,,,2,0,"Attachment, Rune","Attachment. Rune. Attach to a target support card. Attached card may not be targeted by card effects. ""Bolt throwa? Dere's no throwa!"" - last words of Kurgac Sharpeye",David A. Nash,3
Master Rune of Dismay,Core Set,16,Dwarf,Support,4 +,2,,,,Rune,- Kingdom. Opponent's units cost 1 additional resource to play.,,
Master Rune of Spite,The Fall of Karak Grimaz,21,Dwarf,Tactic,3,,,3,,Rune,Rune. Action: Each unit deals damage to itself equal to its power. May your hate return to you!,Adrian Smith,3
Master Rune of Valaya,Core Set,25,Dwarf,Tactic,2 +,,,,,"Spell, Rune",- Action: Cancel all damage assigned during the battlefield phase this turn.,,
Master Runesmith,The Twin Tailed Comet,42,Dwarf,Unit,3,1,2,1,1,Priest,"Hit Points: 2 Priest. You may spend resource tokens on this unit to play tactics. Action: When you play a development from your hand, put a resource token on this unit.",Games Workshop Ltd,3
Mastering the Spell,The Eclipse of Hope,88,Empire,Tactic,2,,,3,,Spell,"Spell. Action: Put the top card of your deck into play facedown as a development. Then, move target unit with a printed cost of X or lower to another zone controlled by the same player. X is the number of developments you control.",Lindsey Messecar,3
Melekh the Changer,Core Set,88,Chaos,Unit,3,1,3,2,1,"Hero, Mage",Hit Points: 3 Hero. Mage. Limit one Hero per zone. This unit gains [Power] for each corrupted card controlled by an opponent.,Adrian Smith,1
Merciless Assault,March of the Damned,5,Dwarf,Tactic,2,,,2,,,Action: Target attacking unit you control gains [Power][Power][Power] until the end of the turn.,Michael Phillippi,3
Mercy of Shallya,Cataclysm,24,Empire,Tactic,1 +,,,,,,,,
Midden Moors Watchtower,Days of Blood,9,Empire,Support,2,1,,1,1,Fortification,"Fortification. Forced: When an opponent declares an attack on this zone, look at that opponent's hand. Then, name a card. The named card cannot be played this phase.",Yoann Boissonnet,3
Middenheim Lookout,Days of Blood,8,Empire,Unit,1,,3,1,0,Ranger,"Hit Points: 3 Ranger. Empire only. Ambush 1. Action: When this unit ambushes, move target unit you control into this zone and declare that unit as a defender. The soldiers rally quickly to the sound of the watchman's horn.",J. B. Casacop,3
Mind Killer,Assault on Ulthuan,33,Dark Elf,Support,0 +,,,,,"Attachment, Hex",- Attach to a target unit. Attached unit loses one power.,,
Mine Engineers,Glory of Days Past,63,Dwarf,Unit,3,1,3,1,1,Engineer,"Hit Points: 3 Engineer. Dwarf only. Ambush 2. Action: When this unit ambushes, heal up to 3 damage from your capital. The grobi are in for a surprise if they come this way.",0 Comments,3
Mineshaft Engineer,Karaz a Karak,66,Dwarf,Unit,4,1,4,1,1,Engineer,Hit Points: 4 Engineer. Action: Sacrifice a development in this zone to reveal the top five cards of your deck. randomly take one revealed card into your hand and discard the rest. Let's just blast it.,0 Comments,3
Mining Tunnels,The Burning of Derricksburg,2,Dwarf,Unit,2,1,,1,1,Building,"Hit Points: 0 Building. Action: When you play a development from your hand, draw a card. The ore in these seams will become the weapons of your destruction.",Leonardo Borazio,3
Mob O' Hutz,Battle for the Old World,43,Orc,Support,1,1,,1,1,Building,"Building. If you control a faceup non-[Orc] unit or support card, sacrifice this card.",Marco Caradonna,3
Mob Up,Tooth and Claw,49,Orc,Tactic,0,,,1,,,Action: Until the end of the turn combat damage cannot be cancelled. More boyz means more bashin'!,Franz Vohwinkel,3
Monster of the Deep,Legends,40,Dark Elf,Unit,6,3,4,3,3,Creature,Hit Points: 4 Creature. Action: Corrupt this unit and choose up to two target units. Those units cannot attack or defend until the end of the turn.,Tom Garden,3
Moon Dragon,Chaos Moon,29,High Elf,Unit,7,4,5,3,4,Dragon,"Hit Points: 5 Dragon. Action: When this unit enters play, each player chooses up to one unit in each of his zones. All other units are sacrificed. Old when Aenarion was young, powerful beyond mortal comprehension...",Grzegorz Rutkowski,3
Moon Staff of Lileath,Bleeding Sun,108,High Elf,Support,2,,,3,0,"Attachment, Weapon","Attachment. Weapon. Attach to target [High Elf] unit. Action: When attached unit attacks or defends, deal 2 indirect damage to each opponent. Lileath has blessed this stave of office.",Dimitri Bielak,3
Morathi,Legends,37,Dark Elf,Legend,5,3,3,4,,,"Action: Spend 2 resources to choose a target unit. That unit loses all power until the end of the turn. ""I shivered at the sight of her - her beauty far beyond that of mortal man. But her soul glowed with an inner darkness that chilled my very core."" - Imperial Soldier",Magali Villeneuve,3
Morathi's Gift,Cataclysm,47,Dark Elf,Support,1 +,,,,,"Attachment, Creature",- Attach to target Dark Elf unit. Attached unit gains Scout.,,
Morathi's Pegasus,The Skavenblight Threat,13,Dark Elf,Unit,3,1,3,2,1,Cavalry,"Hit Points: 3 Cavalry. Toughness 3 (whenever this unit is assigned damage, cancel 3 of that damage). Action: Spend 3 resources to have this unit lose all Toughness until the end of the turn. Only an opponent may trigger this ability.",Sam Wood,
Morglor the Mangler,Vessel of the Winds,67,Orc,Support,1,,,1,0,"Weapon, Attachment",Weapon. Attachment. Attach to a target [Orc] unit or legend. Attached unit or legend deals +2 damage in combat. Attached legend deals an additional +4 damage in combat while opposed.,Sam Flegal,3
Mork's Teef Ritual,The Iron Rock,51,Orc,Tactic,0,,,5,,Spell,"Spell. Action: Sacrifice an [Orc] unit to put a unit into play from your hand. Then, deal 3 damage to a section of your capital. Sometimes the best sacrifices are the accidental ones.",Emil Landgreen,3
Mortella,Assault on Ulthuan,27,Dark Elf,Unit,3,1,3,3,1,"Hero, Sorceror","Hit Points: 3 Hero. Sorcerer. Limit 1 Hero per zone. Quest. Action: Corrupt this unit to play a tactic out of an opponent's discard pile, ignoring loyalty costs, as if it were in your hand. Return that card to the bottom of its owner's deck. (Play restrictions must still be observed.)",April Lee,
Mortis Engine,Hidden Kingdoms,33,Neutral,Support,4,2,,,,,"- Undead Only.You may play units from any opponent's discard pile as if they had Necromancy and were in your discard pile, ignoring loyalty costs.",,
Morvael's Legacy,Arcane Fire,108,High Elf,Tactic,10,,,3,,Epic Spell,"Epic Spell. Play only during your turn. Action: Put into play all units in your discard pile. (You choose which zone each unit enters.) The greatest hero of an age, his memory fills all high elves with vigor.",Luke Mancini,1
Mountain Barracks,Assault on Ulthuan,44,Dwarf,Support,2 +,1,,,,Building,"- Your Dwarf units in this zone gain Toughness 1 (whenever this unit is assigned damage, cancel 1 of that damage.)",,
Mountain Brigade,Core Set,11,Dwarf,Unit,4 +,2,6,,,Warrior,,,
Mountain Brigands,The Fourth Waystone,100,Neutral,Unit,2,1,2,0,1,Thief,"Hit Points: 2 Thief. Action: When this unit enters play, target opponent must give you 1 resource. Your money or your life?",Ignacio Lazcano,3
Mountain Guard,The Eclipse of Hope,81,Dwarf,Unit,2,1,3,1,1,Warrior,"Hit Points: 3 Warrior. ...and when those grobi followed my tracks up the slope, I collapsed, oh, about twenty thousand stone of ice and snow atop their heads. So we needn't worry about the Frozen Noze tribe no more.",Jared Blando,3
Mountain Legion,The Deathmaster's Dance,61,Dwarf,Unit,1,1,1,3,1,Warrior,"Hit Points: 1 Warrior. Toughness 1 (whenever this unit is assigned damage, cancel 1 of that damage). ""We could see a legion of fierce dwarfs silhouetted against the peaks."" - Johannes Broheim",Adrian Smith,3
Mountain Sentry,Karaz a Karak,61,Dwarf,Unit,1,0,1,2,0,Musician,Hit Points: 1 Musician. Ranger units in this zone get +2 hit points. only one with strong lungs may blow the mountain horn.,1 Comments,3
Mounted Marauders,Rising Dawn,12,Chaos,Unit,4,2,2,2,2,"Warrior, Cavalry","Hit Points: 2 Warrior. Calvary. Forced: When this unit attacks and survives combat, defending player must sacrifice a quest or support card he controls in the attacked zone, if able.",David A. Nash,3
Muck,The Silent Forge,60,Neutral,Tactic,2,,,0,,,"Action: Discard your hand. Then, draw as many cards as you just discarded. Loss can sometimes turn into gain.",Marco Caradonna,3
Murderlust,Portent of Doom,93,Dark Elf,Tactic,0,,,2,,,Action: Sacrifice a unit to restore up to 2 target units. Your blood is my victory.,Magali Villeneuve,3
Mushroom Hunters,Realm of the Phoenix King,22,Orc,Unit,2,1,1,2,1,Goblin,"Hit Points: 1 Goblin. Action: At the beginning of your turn, discard the top card of your deck. This card gains [Power] equal to the [Power] of the discarded card until the end of the turn.",Jon Bosco,3
Muster for War,Days of Blood,20,Neutral,Tactic,0,,,0,,,Limited. Play during your Quest phase. Action: Gain 2 resources and draw 2 cards. You have no Battlefield phase this turn. We must gather our strength before we march.,Even Mehl Amundsen,3
My Life For The Hold!,The Fourth Waystone,82,Dwarf,Tactic,0,,,2,,,Action: Sacrifice a unit to cancel all damage dealt to your capital until the end of the turn. One life given to save many.,Jake Masbruch,3
Nagarythe Archer,Oaths of Vengeance,24,High Elf,Unit,3,1,3,1,1,Ranger,"Hit Points: 3 Ranger. High Elf only. Ambush 2. Action: When this unit ambushes, deal 3 indirect damage to target opponent. Silent and deadly, they strike unseen.",Wen Xiaodong,3
Nagarythe Warrior,Battle for the Old World,51,High Elf,Unit,4,2,3,2,2,"Elite, Ranger","Hit Points: 3 Elite. Ranger. High Elf only. Ambush 2. Action: When this unit ambushes, deal 1 damage to each damaged unit. Their own kin mistrust them, so deep is their hatred.",0 Comments,3
Naggarond Forge,Shield of the Gods,114,Dark Elf,Support,1,1,,1,1,Location,"Location. Forced: At the end of your turn, discard a card from your hand or sacrifice this card. The Witch King suffers no interrupts of labor in the forges of Naggarond.",Cristi Balanescu,3
Naggaroth Spearmen,Warpstone Chronicles,96,Dark Elf,Unit,3,1,2,2,1,"Warrior, Battlefield","Hit Points: 2 Warrior. Battlefield. Action: Spend X resources to have this unit deal +X damage in combat until the end of the turn. X is the number of development cards in this zone. Wicked blades decorate their weapons, armour, and skin.",Dave Gallagher,1
Necrodomo's Prophecy,Shield of the Gods,112,Chaos,Tactic,0,,,5,,,"Action: Sacrifice a unit to search your deck for a [Chaos] card, reveal it, and shuffle your deck. Then, put that card on top of your deck. One more eye to rip.",A. L. Ashbaugh,3
Necrotic Spasms,Bleeding Sun,115,Chaos,Support,1,,,2,0,"Attachment, Disease","Attachment. Disease. Attach to a target unit. Action: At the beginning of its controller's turn, attached unit takes 1 uncancellable damage.",Mike Capprotti,3
New Trade Route,Rising Dawn,18,Dwarf,Quest,0,,,2,,,Quest. The unit questing on this card adds its power to your kingdom zone as well.,Lin Bo,3
Night Goblin Fanatic,Chaos Moon,24,Orc,Unit,2,1,2,2,1,Goblin,"Hit Points: 2 Goblin. Action: When this unit attacks, reveal the top card of your deck. If the printed cost of the revealed card is odd, deal 2 uncancellable damage to each unit in the defending zone. Otherwise, sacrifice this unit. Then, shuffle your deck.",Mike Nash,3
Night Goblins,Core Set,64,Orc,Unit,2 +,1,2,,,"Goblin, Shaman","- Forced: After this unit enters play, destroy one target Attachment card in any player's corresponding zone, if able.",,
Night Raids,Assault on Ulthuan,31,Dark Elf,Quest,2 +,,,,,,,,
Night Runners,The Burning of Derricksburg,20,Neutral,Unit,2,1,1,0,1,"Skaven, Destruction only",Hit Points: 1 Skaven. Destruction only. Action: Corrupt this unit to deal indirect damage equal to its power to target opponent (players allocate their own indirect damage).,Ryan Barger,3
Nimble Spearman,Omens of Ruin,19,Neutral,Unit,2,1,2,0,1,,"Hit Points: 2 Wood Elf. Order only. Action: When this unit enters play, put the top card of your deck into this zone facedown as a development.",Matt Zeilinger,3
Nordland Halberdiers,The Skavenblight Threat,3,Empire,Unit,4,2,2,2,2,Warrior,"Hit Points: 2 Warrior. You my play this unit from your hand any time you could take an action. Held in reserve, until just the right moment.",Sam Wood,
Norse Charger,The Ruinous Hordes,84,Chaos,Unit,1,1,1,2,1,Berserker,"Hit Points: 1 Berserker. Battlefield only. Action: When this unit attacks, examine all developments in the defending zone. Then, you may sacrifice this unit to destroy target development in that zone.",0 Comments,3
Norse Clansman,Battle for the Old World,53,Chaos,Unit,3,1,3,1,1,Berserker,"Hit Points: 3 Berserker. Forced: When this unit is opposed in combat, discard the top card of your deck. If the discarded card is a unit, deal 1 uncancellable damage to target attacking or defending unit. Now you die!",0 Comments,3
Norse Marauders,Days of Blood,16,Chaos,Unit,4,2,3,1,2,Warrior,"Hit Points: 3 Warrior. Raider 3. Alright you slugs, don't forget: pillage first, then burn!",Chris Trevas,3
Northern Forge,Portent of Doom,95,Chaos,Support,2,1,,2,1,Location,"Location. Action: Corrupt this card to put an Attachment support card into play from your hand and attach it to target [Chaos] unit you control, if able. Fire and brawn.",Cristi Balanescu,3
Northern Wastes,The Ruinous Hordes,83,Chaos,Support,1,1,,1,1,Wasteland,"Wasteland. If you control a faceup non-Chaos unit or support card, sacrifice this card.",Jorge Maese,3
Nuln Tinkerers,Core Set,29,Empire,Unit,3,1,3,1,1,Engineer,"Hit Points: 3 Engineer. Kingdom. Lower the cost of the first support card you play each turn by 1. ""Just a half pinch more powder...""",Caravan Studio,1
Numberless Graves,March of the Damned,50,Neutral,Support,3,1,,0,1,Undead.,"Undead. Destruction only. Action: When an opponent's unit is destroyed, draw a card from the bottom of your deck.",Games Workshop Ltd,3
Nurgle Sorceror,Core Set,84,Chaos,Unit,3,,,3,1,,Hit Points: 2 Sorceror. Quest. Action: Spend 3 resources to deal 1 damage to one target unit. Deal an additional damage to the target if that unit is corrupted.,Igor Kieryluk,1
Nurgle's Pestilence,Core Set,101,Chaos,Tactic,3 +,,,,,Spell,- Action: Each unit in play takes 1 damage. Corrupted units take an additional damage.,,
Nurgle's Reach,Faith and Steel,115,Chaos,Tactic,1,,,3,,Spell,Spell. Action: Reveal all developments in target zone. Destroy each development with Ambush revealed by this effect. Put the rest back facedown.,Michael Ivan,3
Oathbearer,Bleeding Sun,101,Dwarf,Unit,2,1,2,1,1,Warrior,"Hit Points: 2 Warrior. If this unit would be destroyed, instead put it face down as a development in this zone. A Dwarf's word is worth a man's life.",Mark Smith,3
Oathstone,March of the Damned,3,Dwarf,Support,1,,,2,0,"Attachment, Rune","Attachment. Rune. Attach to a target unit you control. If attached unit is destroyed, draw four cards.",Loren Fetterman,3
Offering of Blood,The Deathmaster's Dance,75,Chaos,Tactic,0,,,2,,,"Action: Sacrifice a unit. If you do, deal 1 damage to each section of each opponent's capital. We need more blood. Yours will do nicely...",Paul [Prof] Herbert,3
Offering to Hekarti,The Fourth Waystone,97,Dark Elf,Quest,0,,,2,,Quest,"Quest. Action: Discard X resource tokens from this card to give target unit -X hit points until the end of the turn. Quest. Forced: After a unit is put into target opponent's discard pile from play, put a resource token on this card if a unit is questing here.",Dave Gallagher,3
One Orc's Scrap...,Bleeding Sun,112,Orc,Support,2,1,,1,1,- Building,Building. Kingdom. Action: Sacrifice a development to draw a card. Dis is only fit fur a gobbo.,Caravan Studio,3
Oozing Eye,Legends,34,Chaos,Support,1,,,2,0,"Attachment, Disease","Attachment. Disease. Attach to a target unit. Attached unit cannot attack. If attached unit leaves play, you may spend 2 resources to return Oozing Eye to its owner's hand.",Andrew Silver,3
Open the Armoury,The Ruinous Hordes,90,Dwarf,Tactic,0,,,3,,,Play only at the beginning of your turn. Action: Play a unit or support card from your hand. (Paying all costs.),Christer Hagglund,3
Orc Bully,Rising Dawn,5,Orc,Unit,3,2,2,2,2,Elite,"Hit Points: 2 Elite. Forced: When this unit enters play, deal 1 damage to each Goblin unit you control. A little whip goes a long way.",Chun Lo,3
